DATAFLOW,REF_AREA:Geographic area,Country Name,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,Mexico,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,15.68840824,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.76546346,16.66987797,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,Mexico,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,15.15865486,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.14813422,16.22803222,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,Mexico,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,14.64250909,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.52756589,15.84064072,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,Mexico,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,14.14696462,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.83744976,15.5903856,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,Mexico,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,13.6745963,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.05181769,15.50987074,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,F: Female,2016,24.06187815,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.06625353,47.15241184,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,F: Female,2017,23.29118694,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.37572558,47.37748336,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,F: Female,2018,22.59150707,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.63496887,47.52987546,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,F: Female,2019,21.90390585,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.0376977,47.03193237,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,F: Female,2020,21.23564809,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.46941982,47.08729873,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,M: Male,2016,31.65463353,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.80967961,62.06623009,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,M: Male,2017,30.5922952,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.97702567,61.96004524,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,M: Male,2018,29.67602762,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.02492467,61.78064078,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,M: Male,2019,28.80212757,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.23470597,61.83038959,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,M: Male,2020,27.86319209,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.51440498,61.58849501,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,_T: Total,2016,27.97627691,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.02744525,54.74849509,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,_T: Total,2017,27.03470905,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.21674192,54.84578229,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,_T: Total,2018,26.20137287,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.39997102,54.66645247,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,_T: Total,2019,25.43363961,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.70209846,54.48454651,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,_T: Total,2020,24.65429395,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.05115381,54.22504182,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,F: Female,2016,3.05900616,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.327715133,4.002394662,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,F: Female,2017,2.964559107,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.175127151,4.044638991,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,F: Female,2018,2.873629999,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.027686376,4.074011574,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,F: Female,2019,2.789718369,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.896339963,4.111297875,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,F: Female,2020,2.702415123,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.767462299,4.149024848,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,M: Male,2016,3.780663531,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.880386142,4.945691509,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,M: Male,2017,3.666157226,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.690353729,4.974844778,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,M: Male,2018,3.548012286,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.503075919,5.022244906,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,M: Male,2019,3.437187563,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.329705355,5.069700587,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,M: Male,2020,3.331336954,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.177662565,5.110830279,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,3.43056899,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.6149655,4.477638584,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,3.322389465,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.441341389,4.523747858,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,3.215728917,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.275460963,4.549402915,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,3.120868657,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.115365008,4.597765283,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,3.021014858,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.979924985,4.612798753,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,F: Female,2016,16.26970851,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.82994024,16.72031437,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,F: Female,2017,15.51139327,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.08039614,15.96294376,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,F: Female,2018,14.7970345,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.33574489,15.2774925,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,F: Female,2019,14.14804342,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.57201028,14.75385927,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,F: Female,2020,13.56273937,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.7759064,14.4006443,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,M: Male,2016,20.62703049,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,20.12360551,21.14916517,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,M: Male,2017,19.61036856,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.11820226,20.10824779,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,M: Male,2018,18.6761519,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.13593868,19.2160082,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,M: Male,2019,17.8368074,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.13566693,18.52863877,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,M: Male,2020,17.07636699,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.11156113,18.08630353,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,18.5026935,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.12515025,18.88523162,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,17.6100154,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.2421323,17.98743731,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,16.7831381,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.37228927,17.20939107,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,16.0381134,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.47293074,16.60792061,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,15.36534828,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.54041508,16.2114525,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,F: Female,2016,3.336347914,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.982625297,3.727393575,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,F: Female,2017,2.988510519,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.635105211,3.384546954,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,F: Female,2018,2.685573247,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.325688561,3.102390999,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,F: Female,2019,2.427941712,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.055702668,2.870742607,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,F: Female,2020,2.227990656,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.831440168,2.70437214,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,M: Male,2016,3.793883206,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.397930718,4.223245466,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,M: Male,2017,3.405059499,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.008283852,3.847822032,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,M: Male,2018,3.058245303,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.649124493,3.522614745,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,M: Male,2019,2.771346177,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.342990136,3.274038996,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,M: Male,2020,2.541835359,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.09001284,3.087179929,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,3.571299526,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.211230215,3.962309508,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,3.202850283,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.841631853,3.607643388,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,2.879197461,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.498685794,3.303337625,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,2.605157814,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.20886874,3.06692884,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,2.387922366,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.966189805,2.890140876,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,F: Female,2016,20.01686597,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.70278958,24.93614655,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,F: Female,2017,19.05271375,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.5802026,24.23268783,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,F: Female,2018,18.2066567,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.54948882,23.61033884,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,F: Female,2019,17.46047366,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.69736601,23.2201881,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,F: Female,2020,16.77369783,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.8595344,22.94954851,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,M: Male,2016,24.4800788,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.23572205,30.3665422,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,M: Male,2017,23.33618872,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.88301983,29.60167754,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,M: Male,2018,22.31361042,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.64139451,28.85509806,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,M: Male,2019,21.37776689,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.54083979,28.32026041,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,M: Male,2020,20.52809705,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.52181381,27.86448178,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,22.30682361,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.55342654,27.66380501,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,21.23873527,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.29797467,26.89961608,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,20.32231582,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.17110172,26.27346758,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,19.47196799,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.20342518,25.78513371,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,18.68682065,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.25895645,25.44648499,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,F: Female,2016,75.37570808,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,58.64857404,99.36236824,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,F: Female,2017,73.15296566,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,55.20999215,99.81179901,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,F: Female,2018,70.83150994,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,51.56743982,99.83861937,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,F: Female,2019,68.15440953,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,47.78171186,99.26204355,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,F: Female,2020,65.74565079,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,44.6719644,99.38106976,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,M: Male,2016,85.02989999,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,66.3927375,112.4823919,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,M: Male,2017,82.49366715,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,62.38946262,112.7606208,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,M: Male,2018,80.08559595,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,58.57272183,113.3528538,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,Mozambique,CME_MRY0T4: Under-five mortality rate,M: Male,2019,77.29281589,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,54.54987834,113.3645643,,,,UN_IGME,,,,,,_T: Total
