ISO_Code,Continent,Country_Name,Year,Infant_Deaths,Total_Population,Number_Births,Life_Expectancy,Infant_Mortality_Rate,Population_Growth,GDP_Per_Capita_GR,GDP_Per_Captia,Covid_Cases,% Population using Basic Saniation,Pre_Covid
CAF,Africa,Central African Republic,2020,12870,5343020,225927,54.6042,5.70%,2.57%,-6.63%,43258.26387,4963,14.11863478,N
GLP,South America,Guadeloupe,2016,#N/A,397854,4757,82.5527,#N/A,None,N/A,58224.80551,None,#N/A,Y
GLP,South America,Guadeloupe,2017,#N/A,397022,4541,82.5031,#N/A,-0.21%,5.55%,61455.05261,None,#N/A,Y
GLP,South America,Guadeloupe,2018,#N/A,396262,4450,82.5015,#N/A,-0.19%,6.70%,65572.60753,None,#N/A,Y
GLP,South America,Guadeloupe,2019,#N/A,395485,4426,82.7823,#N/A,-0.20%,2.41%,67153.68194,None,#N/A,Y
HTI,North America,Haiti,2020,12470,11306801.5,271045,64.0518,4.60%,1.31%,-1.24%,66320.6792,9999,37.12173441,N
GUM,Oceania,Guam,2016,#N/A,168346.5,3237,76.8769,#N/A,None,N/A,58224.80551,None,90.35076551,Y
GUM,Oceania,Guam,2017,#N/A,168606,3050,77.1548,#N/A,0.15%,5.55%,61455.05261,None,0,Y
GUM,Oceania,Guam,2018,#N/A,168678,2886,77.4387,#N/A,0.04%,6.70%,65572.60753,None,0,Y
GUM,Oceania,Guam,2019,#N/A,168624,2818,77.7174,#N/A,-0.03%,2.41%,67153.68194,None,0,Y
RWA,Africa,Rwanda,2020,11929,13146361.5,398512,66.7741,2.99%,2.43%,-4.13%,786.3018148,8383,68.83344246,N
GTM,North America,Guatemala,2016,9553,16291003.5,416628,72.3547,2.29%,None,N/A,58224.80551,None,66.93445822,Y
GTM,North America,Guatemala,2017,9300,16578723,411557,72.5506,2.26%,1.77%,5.55%,61455.05261,None,67.1919655,Y
GTM,North America,Guatemala,2018,9036,16850175.5,403834,72.7257,2.24%,1.64%,6.70%,65572.60753,None,67.44372128,Y
GTM,North America,Guatemala,2019,8780,17106337.5,391582,73.1289,2.24%,1.52%,2.41%,67153.68194,None,67.68918412,Y
TGO,Africa,Togo,2020,11728,8442580,272757,61.035,4.30%,2.42%,2.42%,914.9507925,3633,18.60319806,N
GIN,Africa,Guinea,2016,28897,11930985,446491,58.7625,6.47%,None,N/A,58224.80551,None,24.7832615,Y
GIN,Africa,Guinea,2017,28851,12240788.5,448594,59.1093,6.43%,2.60%,5.55%,61455.05261,None,25.99405695,Y
GIN,Africa,Guinea,2018,28772,12554864.5,451296,59.3491,6.38%,2.57%,6.70%,65572.60753,None,27.22968107,Y
GIN,Africa,Guinea,2019,28617,12877538.5,456433,59.7199,6.27%,2.57%,2.41%,67153.68194,None,28.4901292,Y
VEN,South America,Venezuela (Bolivarian Republic of),2020,10742,28490453.5,466065,71.0949,2.30%,-1.66%,#VALUE!,N/A,113558,95.75957043,N
GNB,Africa,Guinea-Bissau,2016,3701,1834551.5,63320,59.6739,5.84%,None,N/A,58224.80551,None,15.21120029,Y
GNB,Africa,Guinea-Bissau,2017,3623,1879826.5,62588,60.0665,5.79%,2.47%,5.55%,61455.05261,None,15.94503596,Y
GNB,Africa,Guinea-Bissau,2018,3549,1924954.5,62889,60.5016,5.64%,2.40%,6.70%,65572.60753,None,16.69198488,Y
GNB,Africa,Guinea-Bissau,2019,3472,1970456.5,63263,60.8818,5.49%,2.36%,2.41%,67153.68194,None,17.45193858,Y
MAR,Africa,Morocco,2020,10720,36688771.5,656572,73.9199,1.63%,1.06%,-6.18%,20182.5845,439193,87.25043077,N
GUY,South America,Guyana,2016,418,759087,16113,68.384,2.59%,None,N/A,58224.80551,None,85.75872184,Y
GUY,South America,Guyana,2017,405,763252,16060,68.6668,2.52%,0.55%,5.55%,61455.05261,None,85.7631015,Y
GUY,South America,Guyana,2018,391,785514,16003,68.8959,2.44%,2.92%,6.70%,65572.60753,None,85.76842506,Y
GUY,South America,Guyana,2019,378,798753,16898,69.1239,2.24%,1.69%,2.41%,67153.68194,None,85.77491899,Y
TUR,Asia,The Republic of Turkey,2020,10588,84135427.5,1265256,75.85,0.84%,0.78%,-6.86%,8406.890911,2208652,99.2249463,N
HTI,North America,Haiti,2016,13949,10713848.5,271005,63.3922,5.15%,None,N/A,58224.80551,None,33.59935056,Y
HTI,North America,Haiti,2017,13568,10863543.5,271823,63.8538,4.99%,1.40%,5.55%,61455.05261,None,34.70445486,Y
HTI,North America,Haiti,2018,13196,11012421,271104,64.0188,4.87%,1.37%,6.70%,65572.60753,None,35.81744586,Y
HTI,North America,Haiti,2019,12826,11160438,271669,64.2546,4.72%,1.34%,2.41%,67153.68194,None,36.93852795,Y
LBR,Africa,Liberia,2020,9377,5087584.5,161486,60.9476,5.81%,2.05%,-10.60%,601.0630058,1800,18.16357204,N
VAT,Europe,Holy See,2016,#N/A,#N/A,2,82.8511,#N/A,None,N/A,1290.380508,None,#N/A,Y
VAT,Europe,Holy See,2017,#N/A,#N/A,2,82.6956,#N/A,#N/A,6.10%,1369.063734,None,#N/A,Y
VAT,Europe,Holy See,2018,#N/A,#N/A,2,83.2903,#N/A,#N/A,8.06%,1479.345827,None,#N/A,Y
VAT,Europe,Holy See,2019,#N/A,#N/A,2,83.6032,#N/A,#N/A,-11.26%,1312.770636,None,#N/A,Y
GTM,North America,Guatemala,2020,8530,17362718.5,378935,71.7969,2.25%,1.50%,-1.24%,66320.6792,138012,67.92858108,N
HND,North America,Honduras,2016,3264,9460797.5,212388,72.5878,1.54%,None,N/A,1290.380508,None,79.96425438,Y
HND,North America,Honduras,2017,3173,9626842,213413,72.6918,1.49%,1.76%,6.10%,1369.063734,None,80.93837603,Y
HND,North America,Honduras,2018,3080,9792850,214499,72.8141,1.44%,1.72%,8.06%,1479.345827,None,81.89836471,Y
HND,North America,Honduras,2019,2988,9958829,215469,72.8811,1.39%,1.69%,-11.26%,1312.770636,None,82.84438013,Y
UZB,Asia,Uzbekistan,2020,8485,33526656.5,832060,70.3309,1.02%,1.67%,-1.93%,1749.655815,77060,100,N
HUN,Europe,Hungary,2016,359,9815104.5,95053,76.1552,0.38%,None,N/A,13107.37791,None,97.99318156,Y
HUN,Europe,Hungary,2017,339,9788941,94208,76.0055,0.36%,-0.27%,11.57%,14623.69665,None,97.99087585,Y
HUN,Europe,Hungary,2018,324,9776357.5,93111,76.2039,0.35%,-0.13%,12.33%,16427.37276,None,97.98852121,Y
HUN,Europe,Hungary,2019,313,9771795.5,92375,76.4543,0.34%,-0.05%,1.88%,16735.65978,None,97.98613393,Y
PNG,Oceania,Papua New Guinea,2020,8280,9749640,253329,65.7868,3.27%,2.17%,-6.18%,20182.5845,780,19.22383321,N
ISL,Europe,Iceland,2016,7,335674.5,4012,82.03,0.17%,None,N/A,5540.167966,None,98.78266407,Y
ISL,Europe,Iceland,2017,7,343632,4001,82.5352,0.17%,2.37%,9.36%,6058.914633,None,98.78216487,Y
ISL,Europe,Iceland,2018,7,352946,4171,82.7703,0.17%,2.71%,5.43%,6387.748819,None,98.78164877,Y
ISL,Europe,Iceland,2019,6,360774.5,4402,82.4042,0.14%,2.22%,1.35%,6473.782551,None,98.78110168,Y
COL,South America,Colombia,2020,8268,50930662.5,733491,74.7692,1.13%,1.48%,2.61%,10408.66976,1642775,93.68063058,N
IND,Asia,India,2016,802055,1338636340,24783025,70.1167,3.24%,None,N/A,1861.940378,None,59.58787271,Y
IND,Asia,India,2017,757238,1354195680,24253964,70.4672,3.12%,1.16%,-3.98%,1787.801592,None,62.49361923,Y
IND,Asia,India,2018,716249,1369003307,24168443,70.7095,2.96%,1.09%,2.66%,1835.321807,None,65.40956223,Y
IND,Asia,India,2019,680527,1383112051,23583089,70.9098,2.89%,1.03%,0.92%,1852.219116,None,68.33481002,Y
KHM,Asia,Cambodia,2020,7938,16396860.5,325659,70.416,2.44%,1.17%,-12.40%,6348.832318,378,68.76930002,N
IDN,Asia,Indonesia,2016,109901,261850182,4717655,69.7976,2.33%,None,N/A,3562.816334,None,76.13784121,Y
IDN,Asia,Indonesia,2017,105291,264498852.5,4633621,69.9356,2.27%,1.01%,7.71%,3837.578024,None,78.69303054,Y
IDN,Asia,Indonesia,2018,100791,267066842.5,4587901,70.3375,2.20%,0.97%,1.47%,3893.859578,None,81.2661059,Y
IDN,Asia,Indonesia,2019,96878,269582878,4558836,70.5184,2.13%,0.94%,6.20%,4135.233344,None,83.85609129,Y
TJK,Asia,Tajikistan,2020,7861,9543207,262763,67.9942,2.99%,2.21%,-6.86%,8406.890911,13665,96.76531446,N
IRN,Asia,Iran (Islamic Republic of),2016,19324,83306230.5,1583969,75.6,1.22%,None,N/A,1080.258622,None,89.03493135,Y
IRN,Asia,Iran (Islamic Republic of),2017,18877,84505076.5,1572333,75.9712,1.20%,1.44%,7.66%,1162.971829,None,89.51800312,Y
IRN,Asia,Iran (Islamic Republic of),2018,18275,85617562,1474889,76.195,1.24%,1.32%,-2.55%,1133.259641,None,89.86408356,Y
IRN,Asia,Iran (Islamic Republic of),2019,17608,86564202,1307977,76.1031,1.35%,1.11%,3.22%,1169.69953,None,90.19770214,Y
RUS,Europe,Russian Federation,2020,7775,145617328.5,1437461,71.3423,0.54%,-0.09%,-11.91%,10161.98242,3127347,89.3906766,N
IRQ,Asia,Iraq,2016,26283,38697943,1168384,68.9878,2.25%,None,N/A,1080.258622,None,94.86248468,Y
IRQ,Asia,Iraq,2017,25678,39621161.5,1145887,70.4126,2.24%,2.39%,7.66%,1162.971829,None,96.80906937,Y
IRQ,Asia,Iraq,2018,25109,40590699.5,1153939,71.5143,2.18%,2.45%,-2.55%,1133.259641,None,98.48447542,Y
IRQ,Asia,Iraq,2019,24527,41563520.5,1167607,71.5764,2.10%,2.40%,3.22%,1169.69953,None,99.47363683,Y
SYR,Asia,Syrian Arab Republic,2020,7745,20772595.5,406127,72.1399,1.91%,3.36%,#VALUE!,N/A,11434,89.69347966,N
IRL,Europe,Ireland,2016,203,4715787.5,63114,81.5498,0.32%,None,N/A,1080.258622,None,91.16238968,Y
IRL,Europe,Ireland,2017,191,4771853.5,61312,81.9168,0.31%,1.19%,7.66%,1162.971829,None,91.26227725,Y
IRL,Europe,Ireland,2018,179,4834507,61865,82.0863,0.29%,1.31%,-2.55%,1133.259641,None,91.36120557,Y
IRL,Europe,Ireland,2019,167,4896019,60463,82.2586,0.28%,1.27%,3.22%,1169.69953,None,91.34960826,Y
MRT,Africa,Mauritania,2020,7380,4498603.5,150426,64.5321,4.91%,2.62%,-6.18%,20182.5845,14364,49.83422278,N
IMN,Europe,Isle of Man,2016,#N/A,83449.5,780,80.3138,#N/A,None,N/A,82197.12677,None,0,Y
IMN,Europe,Isle of Man,2017,#N/A,83580,772,80.4573,#N/A,0.16%,1.56%,83477.83429,None,0,Y
IMN,Europe,Isle of Man,2018,#N/A,83775.5,748,80.5956,#N/A,0.23%,6.75%,89112.66772,None,0,Y
IMN,Europe,Isle of Man,2019,#N/A,83933,745,80.7373,#N/A,0.19%,-2.95%,86481.55259,None,0,Y
LAO,Asia,Lao People's Democratic Republic,2020,5803,7319399,164431,68.4968,3.53%,1.49%,-0.19%,2608.982833,41,79.48011751,N
ISR,Asia,Israel,2016,523,8159009,183285,82.4854,0.29%,None,N/A,37330.2618,None,99.96805524,Y
ISR,Asia,Israel,2017,516,8309257,175514,82.7195,0.29%,1.84%,9.23%,40774.12961,None,99.96311773,Y
ISR,Asia,Israel,2018,510,8456483,175739,82.8232,0.29%,1.77%,3.16%,42063.45313,None,99.95829607,Y
ISR,Asia,Israel,2019,502,8607919.5,184394,82.8123,0.27%,1.79%,4.49%,43951.24773,None,99.95359852,Y
COG,Africa,Congo,2020,5759,5702174,177736,63.7852,3.24%,2.36%,2.61%,10408.66976,7107,20.45974611,N
ITA,Europe,Italy,2016,1405,60118626.5,465826,83.0492,0.30%,None,N/A,1269.591499,None,99.88539916,Y
ITA,Europe,Italy,2017,1326,60004032,450840,82.7282,0.29%,-0.19%,9.11%,1385.260066,None,99.88534404,Y
ITA,Europe,Italy,2018,1246,59877425.5,432061,83.1847,0.29%,-0.21%,9.16%,1512.126989,None,99.88528149,Y
ITA,Europe,Italy,2019,1166,59727932,418113,83.552,0.28%,-0.25%,8.66%,1643.121389,None,99.88521813,Y
ARG,South America,Argentina,2020,5719,45036032,635978,75.8921,0.90%,0.65%,-12.78%,5724.28687,1625514,0,N
JAM,North America,Jamaica,2016,621,2802695.5,37820,72.0198,1.64%,None,N/A,1269.591499,None,86.07016642,Y
JAM,North America,Jamaica,2017,598,2808375.5,35865,71.9114,1.67%,0.20%,9.11%,1385.260066,None,86.28739247,Y
JAM,North America,Jamaica,2018,577,2811835,34423,71.793,1.68%,0.12%,9.16%,1512.126989,None,86.49974124,Y
JAM,North America,Jamaica,2019,554,2813773,33815,71.767,1.64%,0.07%,8.66%,1643.121389,None,86.63160182,Y
PER,South America,Peru,2020,5710,33304756,593207,73.6655,0.96%,1.46%,-6.18%,20182.5845,1015137,78.57670211,N
JPN,Asia,Japan,2016,1967,126993857.5,990949,84.0664,0.20%,None,N/A,1269.591499,None,99.9386117,Y
JPN,Asia,Japan,2017,1876,126662472,917160,84.1976,0.20%,-0.26%,9.11%,1385.260066,None,99.93439977,Y
JPN,Asia,Japan,2018,1798,126255866,885105,84.2971,0.20%,-0.32%,9.16%,1512.126989,None,99.93018785,Y
JPN,Asia,Japan,2019,1731,125791676.5,837463,84.4258,0.21%,-0.37%,8.66%,1643.121389,None,99.92597593,Y
DOM,North America,Dominican Republic,2020,5692,10999663.5,206696,72.8894,2.75%,1.08%,-17.11%,3306.858208,170785,87.17818151,N
JOR,Asia,Jordan,2016,3191,9964655.5,235628,75.2153,1.35%,None,N/A,1269.591499,None,97.39568638,Y
JOR,Asia,Jordan,2017,3076,10215381.5,238327,75.5018,1.29%,2.52%,9.11%,1385.260066,None,97.31747927,Y
JOR,Asia,Jordan,2018,2969,10459865.5,240188,75.7743,1.24%,2.39%,9.16%,1512.126989,None,97.23952649,Y
JOR,Asia,Jordan,2019,2861,10698683.5,241468,76.044,1.18%,2.28%,8.66%,1643.121389,None,97.16183197,Y
THA,Asia,Thailand,2020,5191,71475664.5,656102,79.2739,0.79%,0.24%,-6.86%,8406.890911,6884,98.71311912,N
KAZ,Asia,Kazakhstan,2016,3846,18078552.5,402246,70.8984,0.96%,None,N/A,1269.591499,None,97.8058174,Y
KAZ,Asia,Kazakhstan,2017,3657,18314814,391284,71.3958,0.93%,1.31%,9.11%,1385.260066,None,97.8737016,Y
KAZ,Asia,Kazakhstan,2018,3531,18538099,401334,71.4717,0.88%,1.22%,9.16%,1512.126989,None,97.87189539,Y
KAZ,Asia,Kazakhstan,2019,3425,18754258,404079,71.5675,0.85%,1.17%,8.66%,1643.121389,None,97.86969334,Y
BOL,South America,Bolivia (Plurinational State of),2020,5105,11936162,263322,64.4667,1.94%,1.35%,-11.66%,3137.989617,160124,65.75642485,N
KEN,Africa,Kenya,2016,50204,47894670,1456804,62.1632,3.45%,None,N/A,1269.591499,None,32.38771068,Y
KEN,Africa,Kenya,2017,49302,48948137,1457610,62.4808,3.38%,2.20%,9.11%,1385.260066,None,32.47011972,Y
KEN,Africa,Kenya,2018,48024,49953304,1459581,62.6765,3.29%,2.05%,9.16%,1512.126989,None,32.54954127,Y
KEN,Africa,Kenya,2019,47199,50951450,1451197,62.9432,3.25%,2.00%,8.66%,1643.121389,None,32.62581333,Y
TKM,Asia,Turkmenistan,2020,4869,6250438,139380,68.687,3.49%,1.49%,-0.87%,1076.469727,0,99.41113393,N
KIR,Oceania,Kiribati,2016,140,118513,3433,66.3316,4.08%,None,N/A,1586.344978,None,43.92770801,Y
KIR,Oceania,Kiribati,2017,137,120362.5,3456,66.5965,3.96%,1.56%,3.92%,1648.594957,None,44.38428061,Y
KIR,Oceania,Kiribati,2018,133,122261.5,3491,66.8545,3.81%,1.58%,2.75%,1693.950155,None,44.81107834,Y
KIR,Oceania,Kiribati,2019,130,124241,3497,67.1497,3.72%,1.62%,-10.68%,1512.95277,None,45.20830694,Y
PRK,Asia,Democratic People's Republic of Korea,2020,4112,25867467,344896,73.2741,1.19%,0.43%,-3.07%,22933.49959,0,84.66546354,N
XKX,Europe,Kosovo,2016,#N/A,1750723,22690,78.9809,#N/A,None,N/A,1586.344978,None,0,Y
XKX,Europe,Kosovo,2017,#N/A,1731665.5,22055,78.7832,#N/A,-1.09%,3.92%,1648.594957,None,0,Y
XKX,Europe,Kosovo,2018,#N/A,1709962,20884,78.6959,#N/A,-1.25%,2.75%,1693.950155,None,0,Y
XKX,Europe,Kosovo,2019,#N/A,1686859,19491,79.0221,#N/A,-1.35%,-10.68%,1512.95277,None,0,Y
MYS,Asia,Malaysia,2020,3918,33199993,511406,75.9378,0.77%,1.21%,-6.18%,20182.5845,113010,0,N
KWT,Asia,Kuwait,2016,446,4048085,60579,79.7011,0.74%,None,N/A,27653.15762,None,100,Y
KWT,Asia,Kuwait,2017,438,4124904.5,58329,79.7806,0.75%,1.90%,7.62%,29759.46747,None,100,Y
KWT,Asia,Kuwait,2018,431,4317185.5,57053,79.7217,0.76%,4.66%,12.23%,33399.06048,None,100,Y
KWT,Asia,Kuwait,2019,423,4441099.5,55174,79.685,0.77%,2.87%,-3.07%,32373.25111,None,100,Y
LSO,Africa,Lesotho,2020,3859,2254100,59478,54.6933,6.49%,1.28%,-49.49%,3801.792743,3094,50.31807569,N
KGZ,Asia,Kyrgyzstan,2016,3041,6018299,165642,70.2761,1.84%,None,N/A,27653.15762,None,97.43364642,Y
KGZ,Asia,Kyrgyzstan,2017,2854,6121260.5,165103,70.5877,1.73%,1.71%,7.62%,29759.46747,None,97.54907448,Y
KGZ,Asia,Kyrgyzstan,2018,2674,6223494.5,169708,70.728,1.58%,1.67%,12.23%,33399.06048,None,97.66372821,Y
KGZ,Asia,Kyrgyzstan,2019,2512,6323643,166913,71.2301,1.50%,1.61%,-3.07%,32373.25111,None,97.77771305,Y
ECU,South America,Ecuador,2020,3753,17588595.5,299338,72.1535,1.25%,1.41%,-0.09%,11483.59931,212512,91.52492213,N
LAO,Asia,Lao People's Democratic Republic,2016,6719,6891362.5,166438,67.1667,4.04%,None,N/A,2324.400917,None,72.12695343,Y
LAO,Asia,Lao People's Democratic Republic,2017,6478,6997917,166076,67.4344,3.90%,1.55%,5.63%,2455.211559,None,74.67387955,Y
LAO,Asia,Lao People's Democratic Republic,2018,6249,7105005.5,165223,67.6341,3.78%,1.53%,4.64%,2569.093892,None,77.20711375,Y
LAO,Asia,Lao People's Democratic Republic,2019,6024,7212053,164445,68.1382,3.66%,1.51%,1.75%,2613.944427,None,79.2961718,Y
SAU,Asia,Saudi Arabia,2020,3523,35997106.5,665930,76.2392,0.53%,0.47%,-13.85%,20203.66888,362741,100,N
LVA,Europe,Latvia,2016,83,1973476,22058,74.7535,0.38%,None,N/A,2324.400917,None,91.95677729,Y
LVA,Europe,Latvia,2017,79,1954862.5,20884,74.8054,0.38%,-0.94%,5.63%,2455.211559,None,92.39535939,Y
LVA,Europe,Latvia,2018,75,1935630.5,19434,75.0012,0.39%,-0.98%,4.64%,2569.093892,None,92.40346031,Y
LVA,Europe,Latvia,2019,72,1916555.5,18693,75.5337,0.39%,-0.99%,1.75%,2613.944427,None,92.41312875,Y
GNB,Africa,Guinea-Bissau,2020,3399,2015828,63738,59.9988,5.33%,2.30%,-1.24%,66320.6792,2452,18.2250438,N
LBN,Asia,Lebanon,2016,771,6258619.5,110828,79.5054,0.70%,None,N/A,7617.689634,None,95.2522259,Y
LBN,Asia,Lebanon,2017,759,6109251.5,105204,79.6543,0.72%,-2.39%,2.08%,7776.034642,None,96.56140421,Y
LBN,Asia,Lebanon,2018,742,5950839,98956,79.729,0.75%,-2.59%,2.93%,8003.827612,None,97.87058253,Y
LBN,Asia,Lebanon,2019,722,5781906.5,93362,79.2359,0.77%,-2.84%,-5.95%,7527.44306,None,99.06737938,Y
KAZ,Asia,Kazakhstan,2020,3314,18979243,427805,70.0304,0.77%,1.20%,-5.82%,1547.511388,201196,97.8671202,N
LSO,Africa,Lesotho,2016,4116,2143872,60423,52.2641,6.81%,None,N/A,7617.689634,None,42.62515375,Y
LSO,Africa,Lesotho,2017,4114,2170617,60221,53.0636,6.83%,1.25%,2.08%,7776.034642,None,44.58129474,Y
LSO,Africa,Lesotho,2018,4033,2198017,59964,53.733,6.73%,1.26%,2.93%,8003.827612,None,46.51559351,Y
LSO,Africa,Lesotho,2019,3973,2225701.5,59775,54.1726,6.65%,1.26%,-5.95%,7527.44306,None,48.42792417,Y
GMB,Africa,Gambia,2020,3117,2573995,86835,62.6125,3.59%,2.60%,-1.24%,66320.6792,3797,46.87122407,N
LBR,Africa,Liberia,2016,9654,4706097.5,159119,60.4162,6.07%,None,N/A,740.914906,None,17.30317359,Y
LBR,Africa,Liberia,2017,9601,4796631,159429,60.5535,6.02%,1.92%,-2.68%,721.085044,None,17.49178368,Y
LBR,Africa,Liberia,2018,9541,4889391,160303,60.8532,5.95%,1.93%,-1.50%,710.2659984,None,17.6760717,Y
LBR,Africa,Liberia,2019,9459,4985289,160753,61.1044,5.88%,1.96%,-5.34%,672.3404992,None,18.05615325,Y
ERI,Africa,Eritrea,2020,3082,3555868,102300,67.1334,3.01%,1.63%,-0.09%,11483.59931,1320,0,N
LBY,Africa,Libya,2016,1435,6282196,129300,71.756,1.11%,None,N/A,7687.882134,None,92.10428565,Y
LBY,Africa,Libya,2017,1361,6378261.5,126808,72.4818,1.07%,1.53%,32.75%,10205.32483,None,92.10514499,Y
LBY,Africa,Libya,2018,1292,6477793,124833,72.7938,1.03%,1.56%,12.51%,11482.13364,None,92.10600221,Y
LBY,Africa,Libya,2019,1229,6569088,123055,72.4634,1.00%,1.41%,-11.01%,10218.04303,None,92.10600221,Y
HND,North America,Honduras,2020,2900,10121763,216208,71.4619,1.34%,1.64%,-3.08%,1272.367992,121827,83.77658071,N
LIE,Europe,Liechtenstein,2016,#N/A,37609.5,365,82.3932,#N/A,None,N/A,20020.09386,None,99.95,Y
LIE,Europe,Liechtenstein,2017,#N/A,37888.5,339,83.8916,#N/A,0.74%,5.53%,21127.06433,None,99.95,Y
LIE,Europe,Liechtenstein,2018,#N/A,38181,368,83.1462,#N/A,0.77%,4.58%,22094.75746,None,99.95,Y
LIE,Europe,Liechtenstein,2019,#N/A,38482,352,84.3094,#N/A,0.79%,-2.64%,21512.2733,None,99.95,Y
TUN,Africa,Tunisia,2020,2817,12161723,202268,75.2923,1.39%,0.93%,0.71%,3597.218525,139140,97.43445889,N
LTU,Europe,Lithuania,2016,118,2933673.5,31174,74.8816,0.38%,None,N/A,20020.09386,None,92.81072512,Y
LTU,Europe,Lithuania,2017,108,2904450,29600,75.4399,0.36%,-1.00%,5.53%,21127.06433,None,93.35363524,Y
LTU,Europe,Lithuania,2018,96,2876127.5,29026,75.6767,0.33%,-0.98%,4.58%,22094.75746,None,93.89547291,Y
LTU,Europe,Lithuania,2019,85,2849083,28075,76.2119,0.30%,-0.94%,-2.64%,21512.2733,None,93.91542258,Y
GBR,Europe,United Kingdom,2020,2795,67059474,678528,80.4345,0.41%,0.42%,2.47%,3751.740723,2488780,99.1069609,N
LUX,Europe,Luxembourg,2016,14,583351,5966,82.0535,0.23%,None,N/A,20020.09386,None,97.60554221,Y
LUX,Europe,Luxembourg,2017,14,596282.5,6068,81.734,0.23%,2.22%,5.53%,21127.06433,None,97.60054273,Y
LUX,Europe,Luxembourg,2018,15,607913,6160,81.8035,0.24%,1.95%,4.58%,22094.75746,None,97.59732717,Y
LUX,Europe,Luxembourg,2019,15,619973,6167,82.1434,0.24%,1.98%,-2.64%,21512.2733,None,97.59426352,Y
UKR,Europe,Ukraine,2020,2786,43909666.5,338972,72.5726,0.82%,-0.68%,2.47%,3751.740723,1086997,97.74271759,N
MDG,Africa,Madagascar,2016,32789,25501940.5,835638,64.9969,3.92%,None,N/A,20020.09386,None,10.73792899,Y
MDG,Africa,Madagascar,2017,32585,26169542,850058,65.0938,3.83%,2.62%,5.53%,21127.06433,None,11.13431368,Y
MDG,Africa,Madagascar,2018,32355,26846541,861570,65.2697,3.76%,2.59%,4.58%,22094.75746,None,11.52874444,Y
MDG,Africa,Madagascar,2019,32092,27533134,872971,65.8821,3.68%,2.56%,-2.64%,21512.2733,None,11.92103598,Y
JOR,Asia,Jordan,2020,2763,10928721,243141,75.1843,1.14%,2.15%,-5.82%,1547.511388,294494,97.08435633,N
MWI,Africa,Malawi,2016,20744,17405623.5,606249,62.2093,3.42%,None,N/A,20020.09386,None,25.44348022,Y
MWI,Africa,Malawi,2017,19888,17881167,614279,62.9769,3.24%,2.73%,5.53%,21127.06433,None,25.71947038,Y
MWI,Africa,Malawi,2018,19257,18367883,623309,63.2758,3.09%,2.72%,4.58%,22094.75746,None,25.9966614,Y
MWI,Africa,Malawi,2019,18716,18867336.5,634083,64.1188,2.95%,2.72%,-2.64%,21512.2733,None,26.27488529,Y
AZE,Asia,Azerbaijan,2020,2751,10284951,131920,66.8679,2.09%,0.51%,-11.98%,4229.910649,218700,0,N
MYS,Asia,Malaysia,2016,3612,31526418,525164,75.2888,0.69%,None,N/A,20020.09386,None,99.5648503,Y
MYS,Asia,Malaysia,2017,3704,31975806,522299,75.4763,0.71%,1.43%,5.53%,21127.06433,None,99.57202996,Y
MYS,Asia,Malaysia,2018,3801,32399271.5,517161,75.6444,0.73%,1.32%,4.58%,22094.75746,None,99.57900442,Y
MYS,Asia,Malaysia,2019,3880,32804019.5,510563,75.7603,0.76%,1.25%,-2.64%,21512.2733,None,0,Y
GNQ,Africa,Equatorial Guinea,2020,2594,1596048.5,49758,60.7083,5.21%,2.77%,-0.09%,11483.59931,5277,0,N
MDV,Asia,Maldives,2016,57,454252.5,7526,79.872,0.76%,None,N/A,20020.09386,None,95.06128912,Y
MDV,Asia,Maldives,2017,52,472442,7524,79.9429,0.69%,4.00%,5.53%,21127.06433,None,96.13976163,Y
MDV,Asia,Maldives,2018,47,489758,7523,80.0132,0.62%,3.67%,4.58%,22094.75746,None,97.20885225,Y
MDV,Asia,Maldives,2019,42,504508,7517,80.116,0.56%,3.01%,-2.64%,21512.2733,None,98.26842581,Y
FRA,Europe,France,2020,2485,64480053,681905,82.2104,0.36%,0.12%,-3.80%,39037.12263,2660676,98.64760678,N
MLI,Africa,Mali,2016,49075,18700106,820266,58.7313,5.98%,None,N/A,20020.09386,None,38.7586803,Y
MLI,Africa,Mali,2017,48624,19311354.5,838648,59.1322,5.80%,3.27%,5.53%,21127.06433,None,40.39179278,Y
MLI,Africa,Mali,2018,48199,19934298,856296,59.3934,5.63%,3.23%,4.58%,22094.75746,None,42.04244608,Y
MLI,Africa,Mali,2019,47832,20567424,872712,59.6637,5.48%,3.18%,-2.64%,21512.2733,None,43.71028764,Y
DEU,Europe,Germany,2020,2442,83328987.5,760378,81.1472,0.32%,0.22%,-1.24%,66320.6792,1719737,99.22561915,N
MLT,Europe,Malta,2016,24,467705,4583,83.1107,0.52%,None,N/A,20020.09386,None,99.96456869,Y
MLT,Europe,Malta,2017,24,479497,4413,83.5867,0.54%,2.52%,5.53%,21127.06433,None,99.9645422,Y
MLT,Europe,Malta,2018,24,491586,4463,83.3448,0.54%,2.52%,4.58%,22094.75746,None,99.96451963,Y
MLT,Europe,Malta,2019,25,503634.5,4318,83.2065,0.58%,2.45%,-2.64%,21512.2733,None,99.96449445,Y
KGZ,Asia,Kyrgyzstan,2020,2369,6424874,160571,69.6291,1.48%,1.60%,-23.36%,24811.76971,81034,97.89104384,N
MHL,Oceania,Marshall Islands,2016,41,48329,1134,64.0569,3.62%,None,N/A,20020.09386,None,83.29721276,Y
